Roll Number,Block,Plan,Unit,Civic Address,Street Name,Zoning,Description Code,Description,Assessment Improvement Value,Assessment Land Value,Assessment Other Value,Assessment Year,Assessment Total Value,Poll Division,Poll Division Name,Voting Station,Latitude,Longitude
0169000307,169,2589, ,13,TRAILS END CRES,R5,101,Residential,"216,890.00","91,970.00",0,2015,"308,860.00",2,Weledeh,École St. Patrick High School,62.45904371,-114.3631371
0169000315,169,2589, ,28,TRAILS END CRES,R5,101,Residential,"191,010.00","114,590.00",0,2015,"305,600.00",2,Weledeh,École St. Patrick High School,62.46019137,-114.3632805
0169000316,169,2589, ,24,TRAILS END CRES,R5,101,Residential,"133,320.00","102,140.00",0,2015,"235,460.00",2,Weledeh,École St. Patrick High School,62.45991732,-114.3633995
0169000317,169,2589, ,29,TRAILS END CRES,R5,101,Residential,"71,830.00","118,350.00",0,2015,"190,180.00",2,Weledeh,École St. Patrick High School,62.46006241,-114.3639653
0169000318,169,2589, ,31,TRAILS END CRES,R5,101,Residential,"145,410.00","99,220.00",0,2015,"244,630.00",2,Weledeh,École St. Patrick High School,62.45991126,-114.3644045
0169000319,169,2589, ,33,TRAILS END CRES,R5,101,Residential,"248,300.00","96,260.00",0,2015,"344,560.00",2,Weledeh,École St. Patrick High School,62.45976776,-114.3646315
0169000320,169,2589, ,35,TRAILS END CRES,R5,101,Residential,"65,190.00","96,070.00",0,2015,"161,260.00",2,Weledeh,École St. Patrick High School,62.4595493,-114.3646741
0062001900,62,1516, , , ,R3,902,Multi Residential City of YK,0,"49,470.00",0,2015,"49,470.00",3,YK Centre,Northern United Place,62.45021716,-114.3805176
0062001200,62,140, ,5608,50 AVE,R3,101,Residential,"134,860.00","275,360.00",0,2015,"410,220.00",3,YK Centre,Northern United Place,62.45011356,-114.3805667
0062000001,62,653, , , ,R3,902,Multi Residential City of YK,0,"30,690.00",0,2015,"30,690.00",3,YK Centre,Northern United Place,62.45002219,-114.3806688
0062001301,62,1230, ,5610,50 AVE,R3,102,Multi Residential,"685,350.00","371,650.00",0,2015,"1,057,000.00",3,YK Centre,Northern United Place,62.44987668,-114.3808319
0062013250,62,1230, ,5612,50 AVE,R3,102,Multi Residential,0,0,0,2014,0,3,YK Centre,Northern United Place,62.44961443,-114.3811252
0062001303,62,1230, ,5614,50 AVE,R3,101,Residential,"146,700.00","129,910.00",0,2015,"276,610.00",3,YK Centre,Northern United Place,62.44939862,-114.3813463
0089002200,89,4244, ,4811A,54 AVE,R2,101,Residential,"323,760.00","76,240.00",0,2015,"400,000.00",1,Great Slave,École Sir John Franklin High School,62.44991233,-114.3593852
0089001400,89,482, ,4816,SCHOOL DRAW AVE,R2,101,Residential,"109,430.00","141,180.00",0,2015,"250,610.00",1,Great Slave,École Sir John Franklin High School,62.44956808,-114.3593659
0089001500,89,482, ,4814,SCHOOL DRAW AVE,R2,101,Residential,"153,710.00","132,690.00",0,2015,"286,400.00",1,Great Slave,École Sir John Franklin High School,62.44969297,-114.3589955
0089000500,89,482, ,4809,54 AVE,R2,101,Residential,"238,540.00","134,720.00",0,2015,"373,260.00",1,Great Slave,École Sir John Franklin High School,62.44997579,-114.3591102
0001002200,1,4197, ,3609,PILOTS LANE,SS-6,101,Residential,0,"112,530.00",0,2015,"112,530.00",2,Weledeh,École St. Patrick High School,62.46373261,-114.3519037
0001000501,1,68, ,3610,FRANKLIN AVE,OM,103,Commercial/Industrial,"259,100.00","223,080.00",0,2015,"482,180.00",2,Weledeh,École St. Patrick High School,62.46342686,-114.3517805
0201000300,201,2396, , , ,NP,301,Residential PIL Prov/Mun,0,"2,374,080.00",0,2015,"2,374,080.00",2,Weledeh,École St. Patrick High School,62.4603337,-114.3510601
0201000200,201,2396, , , ,NP,903,Comm/Industrial City of YK,0,"2,120,390.00",0,2015,"2,120,390.00",2,Weledeh,École St. Patrick High School,62.45887118,-114.352433
0610001100,610,4229, ,30,RYCON PL,R5,101,Residential,"225,880.00","90,130.00",0,2015,"316,010.00",4,Frame Lake,École William McDonald Middle School,62.43908261,-114.3622722
0610001000,610,4229, ,31,RYCON PL,R5,101,Residential,"121,390.00","93,290.00",0,2015,"214,680.00",4,Frame Lake,École William McDonald Middle School,62.43895271,-114.3622905
0610000900,610,3946, ,18,RYCON PL,R5,101,Residential,"221,430.00","101,010.00",0,2015,"322,440.00",4,Frame Lake,École William McDonald Middle School,62.43914963,-114.3614344
0610000300,610,3946, ,28,RYCON PL,R5,101,Residential,"125,000.00","94,360.00",0,2015,"219,360.00",4,Frame Lake,École William McDonald Middle School,62.43923591,-114.3622613
0610000800,610,3946, ,24,RYCON PL,R5,101,Residential,"62,990.00","90,530.00",0,2015,"153,520.00",4,Frame Lake,École William McDonald Middle School,62.43928831,-114.3616824
0610000700,610,3946, ,23,RYCON PL,R5,101,Residential,0,"88,740.00",0,2015,"88,740.00",4,Frame Lake,École William McDonald Middle School,62.43942433,-114.3617102
0610000600,610,3946, ,22, RYCON PL,R5,101,Residential,0,"89,460.00",0,2015,"89,460.00",4,Frame Lake,École William McDonald Middle School,62.43953814,-114.3617427
0610000400,610,3946, ,25,RYCON PL,R5,101,Residential,"146,620.00","96,900.00",0,2015,"243,520.00",4,Frame Lake,École William McDonald Middle School,62.43950369,-114.3622473
0610000500,610,3946, ,20,RYCON PL,R5,101,Residential,"59,210.00","89,530.00",0,2015,"148,740.00",4,Frame Lake,École William McDonald Middle School,62.43965195,-114.3617813
0608001900,608,3946, ,15,CON PL,R5,101,Residential,"152,420.00","99,050.00",0,2015,"251,470.00",4,Frame Lake,École William McDonald Middle School,62.4410574,-114.3572529
0556007300,556,2446, ,8,FOREMAN CRT,R5,101,Residential,"371,430.00","163,470.00",0,2015,"534,900.00",5,Range Lake,Range Lake North School,62.4546183,-114.4188178
0556007400,556,2446, ,9,FOREMAN CRT,R5,101,Residential,"435,610.00","150,110.00",0,2015,"585,720.00",5,Range Lake,Range Lake North School,62.45467386,-114.4190678
0556007500,556,2446, ,10,FOREMAN CRT,R5,101,Residential,"405,560.00","120,100.00",0,2015,"525,660.00",5,Range Lake,Range Lake North School,62.45467586,-114.4196125
0556007600,556,2446, ,11,FOREMAN CRT,R5,101,Residential,"456,530.00","125,060.00",0,2015,"581,590.00",5,Range Lake,Range Lake North School,62.45466018,-114.4198615
0564000200,564,2367, ,139,MAGRUM CRES,R5,101,Residential,"227,540.00","125,600.00",0,2015,"353,140.00",5,Range Lake,Range Lake North School,62.45485607,-114.4219945
0564000300,564,2367, ,141,MAGRUM CRES,R5,101,Residential,"154,720.00","125,340.00",0,2015,"280,060.00",5,Range Lake,Range Lake North School,62.45500124,-114.4219426
0564000400,564,2367, ,143,MAGRUM CRES,R5,101,Residential,"165,410.00","123,190.00",0,2015,"288,600.00",5,Range Lake,Range Lake North School,62.45514093,-114.4218787
0556008100,556,2483, ,148,MAGRUM CRES,R5,101,Residential,"195,740.00","108,070.00",0,2015,"303,810.00",5,Range Lake,Range Lake North School,62.45517495,-114.4206141
0556009000,556,2483, ,4,PIRO CRT,R5,101,Residential,"170,210.00","158,040.00",0,2015,"328,250.00",5,Range Lake,Range Lake North School,62.45512753,-114.4190525
0556009100,556,2483, ,5,PIRO CRT,R5,101,Residential,"200,760.00","126,230.00",0,2015,"326,990.00",5,Range Lake,Range Lake North School,62.45516728,-114.4184083
0564000500,564,2367, ,145,MAGRUM CRES,R5,101,Residential,"143,800.00","119,640.00",0,2015,"263,440.00",5,Range Lake,Range Lake North School,62.45527723,-114.4217584
0556008200,556,2483, ,150,MAGRUM CRES,R5,101,Residential,"157,220.00","112,040.00",0,2015,"269,260.00",5,Range Lake,Range Lake North School,62.45527325,-114.4204808
0556008900,556,2483, ,3,PIRO CRT,R5,101,Residential,"192,630.00","154,370.00",0,2015,"347,000.00",5,Range Lake,Range Lake North School,62.45521327,-114.4193468
0556008800,556,2483, ,2,PIRO CRT,R5,101,Residential,"191,410.00","153,330.00",0,2015,"344,740.00",5,Range Lake,Range Lake North School,62.45542231,-114.4194534
0556000900,556,2407, , , ,PR,901,Residential City of YK,0,"889,740.00",0,2015,"889,740.00",5,Range Lake,Range Lake North School,62.45506757,-114.4174842
0564000700,564,2367, ,149,MAGRUM CRES,R5,101,Residential,"166,650.00","123,570.00",0,2015,"290,220.00",5,Range Lake,Range Lake North School,62.4555453,-114.421485
0556010900,556,2483, ,4,MAJAESIC CRT,R5,101,Residential,"179,170.00","171,150.00",0,2015,"350,320.00",5,Range Lake,Range Lake North School,62.45541668,-114.4171498
0556011200,556,2483, ,7,MAJAESIC CRT,R5,101,Residential,"246,320.00","152,450.00",0,2015,"398,770.00",5,Range Lake,Range Lake North School,62.45541858,-114.4158587
0556011900,556,2483, ,204,MAGRUM CRES,R5,101,Residential,"171,950.00","125,850.00",0,2015,"297,800.00",5,Range Lake,Range Lake North School,62.45572035,-114.4147081
0556010800,556,2483, ,3,MAJAESIC CRT,R5,101,Residential,"192,600.00","198,470.00",0,2015,"391,070.00",5,Range Lake,Range Lake North School,62.455757,-114.417267
0556009500,556,2483, ,9,PIRO CRT,R5,101,Residential,"171,570.00","162,920.00",0,2015,"334,490.00",5,Range Lake,Range Lake North School,62.45581791,-114.4182502
0564001000,564,2367, ,155,MAGRUM CRES,R5,101,Residential,"225,480.00","126,360.00",0,2015,"351,840.00",5,Range Lake,Range Lake North School,62.45588205,-114.4209201
0556010700,556,2483, ,2,MAJAESIC CRT,R5,101,Residential,"139,740.00","187,540.00",0,2015,"327,280.00",5,Range Lake,Range Lake North School,62.45591751,-114.4170541
0556011800,556,2483, ,202,MAGRUM CRES,R5,101,Residential,"179,320.00","119,640.00",0,2015,"298,960.00",5,Range Lake,Range Lake North School,62.45584085,-114.4148326
0564001100,564,2367, ,157,MAGRUM CRES,R5,101,Residential,"340,870.00","122,680.00",0,2015,"463,550.00",5,Range Lake,Range Lake North School,62.45597286,-114.4206659
0556011700,556,2483, ,200,MAGRUM CRES,R5,101,Residential,"147,200.00","111,790.00",0,2015,"258,990.00",5,Range Lake,Range Lake North School,62.45592066,-114.4150292
0556009700,556,2483, ,168,MAGRUM CRES,R5,101,Residential,"182,150.00","118,380.00",0,2015,"300,530.00",5,Range Lake,Range Lake North School,62.45601163,-114.4186353
0556011600,556,2483, ,198,MAGRUM CRES,R5,101,Residential,"171,800.00","109,760.00",0,2015,"281,560.00",5,Range Lake,Range Lake North School,62.4559919,-114.4152653
0556009800,556,2483, ,170,MAGRUM CRES,R5,101,Residential,"152,060.00","111,280.00",0,2015,"263,340.00",5,Range Lake,Range Lake North School,62.45608866,-114.4184082
0556009900,556,2483, ,172,MAGRUM CRES,R5,101,Residential,"146,370.00","111,160.00",0,2015,"257,530.00",5,Range Lake,Range Lake North School,62.45614592,-114.4181684
0556010000,556,2483, ,174,MAGRUM CRES,R5,101,Residential,"187,590.00","111,280.00",0,2015,"298,870.00",5,Range Lake,Range Lake North School,62.45618955,-114.4179151
0564002100,564,2391, ,171,MAGRUM CRES,R5,101,Residential,"154,970.00","127,370.00",0,2015,"282,340.00",5,Range Lake,Range Lake North School,62.45656303,-114.4190153
0564002200,564,2391, ,173,MAGRUM CRES,R5,101,Residential,"170,500.00","126,100.00",0,2015,"296,600.00",5,Range Lake,Range Lake North School,62.4566199,-114.4187499
0564003700,564,2428, ,201,MAGRUM CRES,R5,101,Residential,"202,740.00","162,970.00",0,2015,"365,710.00",5,Range Lake,Range Lake North School,62.4564867,-114.4143388
0564002300,564,2391, ,175,MAGRUM CRES,R5,101,Residential,"140,060.00","120,910.00",0,2015,"260,970.00",5,Range Lake,Range Lake North School,62.45667049,-114.418446
0564003600,564,2428, ,199,MAGRUM CRES,R5,101,Residential,"160,540.00","157,650.00",0,2015,"318,190.00",5,Range Lake,Range Lake North School,62.45653912,-114.4146373
0564003500,564,2428, ,197,MAGRUM CRES,R5,101,Residential,"169,530.00","149,240.00",0,2015,"318,770.00",5,Range Lake,Range Lake North School,62.45658307,-114.4149757
0564002400,564,2391, ,177,MAGRUM CRES,R5,101,Residential,"139,010.00","119,390.00",0,2015,"258,400.00",5,Range Lake,Range Lake North School,62.45671552,-114.4181423
0549009600,549,2399, ,154,KASTEEL DR,R1,101,Residential,"288,620.00","145,230.00",0,2015,"433,850.00",5,Range Lake,Range Lake North School,62.45241006,-114.4277327
0549008200,549,2399, ,5,WONG CRT,R1,101,Residential,"425,440.00","150,190.00",0,2015,"575,630.00",5,Range Lake,Range Lake North School,62.45246013,-114.4265975
0555013200,555,2133, ,111,MAGRUM CRES,R1,101,Residential,"223,220.00","98,960.00",0,2015,"322,180.00",5,Range Lake,Range Lake North School,62.45248047,-114.4214089
0556004200,556,2422, ,108,MAGRUM CRES,R5,101,Residential,"167,470.00","118,250.00",0,2015,"285,720.00",5,Range Lake,Range Lake North School,62.45237688,-114.4201454
0549008400,549,2399, ,3,WONG CRT,R1,101,Residential,"538,940.00","161,830.00",0,2015,"700,770.00",5,Range Lake,Range Lake North School,62.45249882,-114.425456
0549009700,549,2399, ,152,KASTEEL DR,R1,101,Residential,"437,020.00","130,920.00",0,2015,"567,940.00",5,Range Lake,Range Lake North School,62.45260395,-114.4278684
0549008300,549,2399, ,4,WONG CRT,R1,101,Residential,"409,140.00","164,570.00",0,2015,"573,710.00",5,Range Lake,Range Lake North School,62.45256771,-114.426098
0556004300,556,2422, ,110,MAGRUM CRES,R5,101,Residential,"170,580.00","119,140.00",0,2015,"289,720.00",5,Range Lake,Range Lake North School,62.45249069,-114.4202727
0555013100,555,2133, ,113,MAGRUM CRES,R1,101,Residential,"220,720.00","87,320.00",0,2015,"308,040.00",5,Range Lake,Range Lake North School,62.45261075,-114.4214484
0555017400,555,2389, , , ,R1,101,Residential,0,"7,510.00",0,2015,"7,510.00",5,Range Lake,Range Lake North School,62.45268762,-114.4214696
0549005900,549,2357, ,129,GWILLIAM CRES,R5,101,Residential,"234,480.00","156,580.00",0,2015,"391,060.00",5,Range Lake,Range Lake North School,62.45250735,-114.424749
0556004500,556,2422, ,114,MAGRUM CRES,R5,101,Residential,"172,310.00","112,930.00",0,2015,"285,240.00",5,Range Lake,Range Lake North School,62.45275929,-114.4204191
0549004100,549,2279, ,119,GWILLIAM CRES,R5,101,Residential,"179,280.00","107,130.00",0,2015,"286,410.00",5,Range Lake,Range Lake North School,62.4527751,-114.4231155
0549002500,549,2279, ,117,GWILLIAM CRES,R5,101,Residential,"281,650.00","129,780.00",0,2015,"411,430.00",5,Range Lake,Range Lake North School,62.45278725,-114.4226745
0562007500,562,2315, ,10,JESKE CRT,R5,101,Residential,"153,110.00","137,060.00",0,2015,"290,170.00",5,Range Lake,Range Lake North School,62.45257145,-114.4144931
0549007900,549,2399, ,3,BROWN CRT,R1,101,Residential,"556,240.00","173,890.00",0,2015,"730,130.00",5,Range Lake,Range Lake North School,62.45286564,-114.4260821
0549002400,549,2279, ,115,GWILLIAM CRES,R5,101,Residential,"146,190.00","167,230.00",0,2015,"313,420.00",5,Range Lake,Range Lake North School,62.45282906,-114.4223397
0562010200,562,2315, ,176,JESKE CRES,R5,101,Residential,"147,500.00","121,540.00",0,2015,"269,040.00",5,Range Lake,Range Lake North School,62.45381793,-114.4143464
0562010100,562,2315, ,174,JESKE CRES,R5,101,Residential,"258,420.00","189,530.00",0,2015,"447,950.00",5,Range Lake,Range Lake North School,62.45393247,-114.4147209
0549010500,549,2399, ,136,KASTEEL DR,R1,101,Residential,"481,090.00","181,600.00",0,2015,"662,690.00",5,Range Lake,Range Lake North School,62.45412544,-114.4284166
0556002300,556,2423, ,11,JASON CRT,R5,101,Residential,"266,070.00","148,410.00",0,2015,"414,480.00",5,Range Lake,Range Lake North School,62.45389692,-114.4174432
0555010700,555,2134, ,155,RIVETT CRES,R1,101,Residential,"442,960.00","191,560.00",0,2015,"634,520.00",5,Range Lake,Range Lake North School,62.4505919,-114.4255749
0555011000,555,2134, ,161,RIVETT CRES,R1,101,Residential,"419,000.00","185,360.00",0,2015,"604,360.00",5,Range Lake,Range Lake North School,62.45077325,-114.4268061
0555001600,555,2133, ,223,BORDEN DR,R1,101,Residential,"396,870.00","84,670.00",0,2015,"481,540.00",5,Range Lake,Range Lake North School,62.45072608,-114.4206331
0558004000,558,2072, ,208,BORDEN DR,R5,101,Residential,"145,110.00","118,380.00",0,2015,"263,490.00",5,Range Lake,Range Lake North School,62.45060601,-114.4190668
0558004100,558,2072, ,210,BORDEN DR,R5,101,Residential,"149,230.00","119,390.00",0,2015,"268,620.00",5,Range Lake,Range Lake North School,62.45069341,-114.4192665
0555004600,555,2134, ,46,STEVENS CRES,R1,101,Residential,"370,510.00","100,440.00",0,2015,"470,950.00",5,Range Lake,Range Lake North School,62.4508638,-114.4246193
0555001700,555,2133, ,225,BORDEN DR,R1,101,Residential,"204,520.00","87,160.00",0,2015,"291,680.00",5,Range Lake,Range Lake North School,62.4508296,-114.4207209
0555002000,555,2133, ,231,BORDEN DR,R1,101,Residential,"238,740.00","84,670.00",0,2015,"323,410.00",5,Range Lake,Range Lake North School,62.45115564,-114.4207924
0555006200,555,2134, ,14,STEVENS CRES,R1,101,Residential,"416,040.00","123,950.00",0,2015,"539,990.00",5,Range Lake,Range Lake North School,62.45114112,-114.4219928
0558004500,558,2072, ,218,BORDEN DR,R5,101,Residential,"219,980.00","119,770.00",0,2015,"339,750.00",5,Range Lake,Range Lake North School,62.45119818,-114.4196019
0555006100,555,2134, ,16,STEVENS CRES,R1,101,Residential,"307,810.00","102,310.00",0,2015,"410,120.00",5,Range Lake,Range Lake North School,62.45120761,-114.4216277
0555002100,555,2133, ,233,BORDEN DR,R1,101,Residential,"241,250.00","87,160.00",0,2015,"328,410.00",5,Range Lake,Range Lake North School,62.45127795,-114.4207916
0555006000,555,2134, ,18,STEVENS CRES,R1,101,Residential,"306,350.00","119,970.00",0,2015,"426,320.00",5,Range Lake,Range Lake North School,62.45129457,-114.4214935
0555002200,555,2133, ,235,BORDEN DR,R1,101,Residential,"300,940.00","87,160.00",0,2015,"388,100.00",5,Range Lake,Range Lake North School,62.451386,-114.4207678
0555002400,555,2133, ,239,BORDEN DR,R1,101,Residential,"303,570.00","107,760.00",0,2015,"411,330.00",5,Range Lake,Range Lake North School,62.45160242,-114.4205649
0558007800,558,3668, ,224,BORDEN DR,R5,101,Residential,0,"132,690.00",0,2015,"132,690.00",5,Range Lake,Range Lake North School,62.45161084,-114.4193
0549008700,549,2399, ,1,LOVELL CRT,R1,101,Residential,"319,580.00","141,810.00",0,2015,"461,390.00",5,Range Lake,Range Lake North School,62.45175401,-114.4261617
0555005600,555,2134, ,26,STEVENS CRES,R1,101,Residential,"470,260.00","127,010.00",0,2015,"597,270.00",5,Range Lake,Range Lake North School,62.45169669,-114.4222858
0555005700,555,2134, ,24,STEVENS CRES,R1,101,Residential,"359,750.00","134,190.00",0,2015,"493,940.00",5,Range Lake,Range Lake North School,62.45172572,-114.4217509
0555005800,555,2134, ,22,STEVENS CRES,R1,101,Residential,"428,580.00","157,550.00",0,2015,"586,130.00",5,Range Lake,Range Lake North School,62.45170711,-114.4214678
0549009400,549,2399, ,7,LOVELL CRT,R1,101,Residential,"326,480.00","134,210.00",0,2015,"460,690.00",5,Range Lake,Range Lake North School,62.45214408,-114.4270692
0555002900,555,2133, ,202,RIVETT CRES,R1,101,Residential,"321,200.00","102,670.00",0,2015,"423,870.00",5,Range Lake,Range Lake North School,62.45215741,-114.4211663
0556004100,556,2422, ,241,BORDEN DR,R5,101,Residential,"343,570.00","122,810.00",0,2015,"466,380.00",5,Range Lake,Range Lake North School,62.45211461,-114.4199627
0549009500,549,2399, ,156,KASTEEL DR,R1,101,Residential,"276,790.00","147,320.00",0,2015,"424,110.00",5,Range Lake,Range Lake North School,62.45224901,-114.4275643
0549008500,549,2399, ,2,WONG CRT,R1,101,Residential,"526,480.00","190,520.00",0,2015,"717,000.00",5,Range Lake,Range Lake North School,62.45221448,-114.4251602
0548005300,548,2032, , , ,R1,901,Residential City of YK,0,"37,410.00",0,2015,"37,410.00",7,YK South,NJ MacPherson School,62.44646967,-114.4241904
0548004400,548,2032, ,10,DENISON CRT,R1,101,Residential,"471,380.00","167,310.00",0,2015,"638,690.00",7,YK South,NJ MacPherson School,62.44653617,-114.4228563
0548005100,548,2032, ,6167,FINLAYSON DR N,R1,101,Residential,"373,720.00","167,310.00",0,2015,"541,030.00",7,YK South,NJ MacPherson School,62.44647848,-114.423474
0548005200,548,2032, ,6165,FINLAYSON DR N,R1,101,Residential,"386,920.00","170,600.00",0,2015,"557,520.00",7,YK South,NJ MacPherson School,62.44652474,-114.4237486
0548004300,548,2032, ,9,DENISON CRT,R1,101,Residential,"500,520.00","184,760.00",0,2015,"685,280.00",7,YK South,NJ MacPherson School,62.44667098,-114.4227452
0548004100,548,2032, ,7,DENISON CRT,R1,101,Residential,"497,860.00","166,470.00",0,2015,"664,330.00",7,YK South,NJ MacPherson School,62.44664896,-114.4216125
0557001300,557,2071, ,165,BORDEN DR,R5,101,Residential,"162,590.00","117,620.00",0,2015,"280,210.00",5,Range Lake,Range Lake North School,62.44911389,-114.4154302
0557001200,557,2071, ,167,BORDEN DR,R5,101,Residential,"181,140.00","118,120.00",0,2015,"299,260.00",5,Range Lake,Range Lake North School,62.44917151,-114.4156894
0555008400,555,2133, ,109,RIVETT CRES,R1,101,Residential,"321,080.00","102,450.00",0,2015,"423,530.00",5,Range Lake,Range Lake North School,62.44931214,-114.4184226
0558001400,558,2071, ,162,BORDEN DR,R5,101,Residential,"160,530.00","118,630.00",0,2015,"279,160.00",5,Range Lake,Range Lake North School,62.4496313,-114.4148297
0558001300,558,2071, ,164,BORDEN DR,R5,101,Residential,"128,830.00","117,870.00",0,2015,"246,700.00",5,Range Lake,Range Lake North School,62.44968116,-114.4150919
0110000300,110,4222, , , ,PR,103,Commercial/Industrial,0,"229,540.00",0,2015,"229,540.00",1,Great Slave,École Sir John Franklin High School,62.44774786,-114.366421
0316000200,316,4225, , , ,GM,901,Residential City of YK,0,"238,350.00",0,2015,"238,350.00",,,,62.48303758,-114.3635237
0308004900,308,4204, ,145,MOYLE DR,R7,101,Residential,"557,400.00","106,200.00",0,2015,"663,600.00",2,Weledeh,École St. Patrick High School,62.46547281,-114.3690316
0308008500,308,4204, ,9,FINDLAY PT,R7,901,Residential City of YK,0,"134,340.00",0,2015,"134,340.00",2,Weledeh,École St. Patrick High School,62.46692627,-114.3703218
0312002100,312,4204, , , ,R3,901,Residential City of YK,0,"2,564,730.00",0,2015,"2,564,730.00",2,Weledeh,École St. Patrick High School,62.46576158,-114.3708871
0308008000,308,4204, ,5,FINDLAY PT,R7,901,Residential City of YK,0,"180,110.00",0,2015,"180,110.00",2,Weledeh,École St. Patrick High School,62.46739425,-114.3693431
0308008100,308,4204, ,6,FINDLAY PT,R7,101,Residential,"497,940.00","163,170.00",0,2015,"661,110.00",2,Weledeh,École St. Patrick High School,62.46740648,-114.3698578
0308007900,308,4204, ,4,FINDLAY PT,R7,101,Residential,"167,860.00","200,390.00",0,2015,"368,250.00",2,Weledeh,École St. Patrick High School,62.46733583,-114.3689074
0308008200,308,4204, , , ,R7,901,Residential City of YK,0,"10,530.00",0,2015,"10,530.00",2,Weledeh,École St. Patrick High School,62.46731481,-114.36997
0308007000,308,4204, ,10,MCMAHON CRT,R7,901,Residential City of YK,0,"203,050.00",0,2015,"203,050.00",2,Weledeh,École St. Patrick High School,62.46711686,-114.3683458
0308008300,308,4204, ,7,FINDLAY PT,R7,101,Residential,0,"131,410.00",0,2015,"131,410.00",2,Weledeh,École St. Patrick High School,62.46727058,-114.3701962
0308007800,308,4204, ,3,FINDLAY PT,R7,101,Residential,"163,640.00","136,800.00",0,2015,"300,440.00",2,Weledeh,École St. Patrick High School,62.46714774,-114.3689122
0308008400,308,4204, ,8,FINDLAY PT,R7,901,Residential City of YK,0,"154,490.00",0,2015,"154,490.00",2,Weledeh,École St. Patrick High School,62.46712711,-114.370323
0308007100,308,4204, ,11,MCMAHON CRT,R7,901,Residential City of YK,0,"110,520.00",0,2015,"110,520.00",2,Weledeh,École St. Patrick High School,62.46688671,-114.3683897
0308006200,308,4204, ,6,LYONS PT,R7,101,Residential,"580,730.00","127,480.00",0,2015,"708,210.00",2,Weledeh,École St. Patrick High School,62.46659382,-114.3677547
0308006100,308,4204, ,5,LYONS PT,R7,101,Residential,"491,120.00","145,120.00",0,2015,"636,240.00",2,Weledeh,École St. Patrick High School,62.46653948,-114.3675103
0309001200,309,4204, , , ,R3,102,Multi Residential,0,"416,290.00",0,2015,"416,290.00",2,Weledeh,École St. Patrick High School,62.4661723,-114.3727937
0308005500,308,4204, ,3,MCMAHON CRT,R7,101,Residential,"195,130.00","112,490.00",0,2015,"307,620.00",2,Weledeh,École St. Patrick High School,62.46624448,-114.3683191
0308005400,308,4204, ,2,MCMAHON CRT,R7,101,Residential,"586,160.00","136,130.00",0,2015,"722,290.00",2,Weledeh,École St. Patrick High School,62.46616,-114.3685402
0309002000,309,4204, ,3,STIRLING CRT,R7,101,Residential,"393,360.00","109,710.00",0,2015,"503,070.00",2,Weledeh,École St. Patrick High School,62.46627632,-114.3706804
0309002100,309,4204, ,4,STIRLING CRT,R7,101,Residential,"464,580.00","115,120.00",0,2015,"579,700.00",2,Weledeh,École St. Patrick High School,62.4662584,-114.3710547
0308005300,308,4204, ,1,MCMAHON CRT,R7,101,Residential,"191,200.00","125,340.00",0,2015,"316,540.00",2,Weledeh,École St. Patrick High School,62.4661305,-114.3687282
0309002200,309,4204, ,5,STIRLING CRT,R7,101,Residential,"540,010.00","126,690.00",0,2015,"666,700.00",2,Weledeh,École St. Patrick High School,62.46620877,-114.3714646
0308005600,308,4204, , , ,R7,901,Residential City of YK,0,"15,710.00",0,2015,"15,710.00",2,Weledeh,École St. Patrick High School,62.4660415,-114.3681845
0309003100,309,4204, ,13,STIRLING CRT,R7,101,Residential,"490,030.00","105,360.00",0,2015,"595,390.00",2,Weledeh,École St. Patrick High School,62.46606653,-114.3696553
0308005700,308,4204, ,1,LYONS PT,R7,101,Residential,"468,630.00","142,250.00",0,2015,"610,880.00",2,Weledeh,École St. Patrick High School,62.46597729,-114.368041
0309002300,309,4204, ,6,STIRLING CRT,R7,101,Residential,"539,300.00","126,820.00",0,2015,"666,120.00",2,Weledeh,École St. Patrick High School,62.46606518,-114.3716358
0308004700,308,4204, ,149,MOYLE DR,R7,101,Residential,"394,870.00","100,890.00",0,2015,"495,760.00",2,Weledeh,École St. Patrick High School,62.46527403,-114.3695508
0308004600,308,4204, ,151,MOYLE DR,R7,101,Residential,"215,200.00","106,670.00",0,2015,"321,870.00",2,Weledeh,École St. Patrick High School,62.46519279,-114.3698179
0308004500,308,4204, ,153,MOYLE DR,R7,101,Residential,"441,790.00","126,860.00",0,2015,"568,650.00",2,Weledeh,École St. Patrick High School,62.46510439,-114.3701071
0312002400,312,4223, , , ,GM,901,Residential City of YK,0,"1,536,390.00",0,2015,"1,536,390.00",2,Weledeh,École St. Patrick High School,62.46807574,-114.370703
0312002500,312,4223, , , ,NP,901,Residential City of YK,0,"1,212,500.00",0,2015,"1,212,500.00",2,Weledeh,École St. Patrick High School,62.46676094,-114.3616416
0907001500,907,4226, ,134,EAGLE DR,GI,903,Comm/Industrial City of YK,0,"311,280.00",0,2015,"311,280.00",7,YK South,NJ MacPherson School,62.45168528,-114.4757281
0907002100,907,4226, ,125,EAGLE DR,GI,903,Comm/Industrial City of YK,0,"304,420.00",0,2015,"304,420.00",7,YK South,NJ MacPherson School,62.45069935,-114.4717412
0907002200,907,4226, ,127,EAGLE DR,GI,903,Comm/Industrial City of YK,0,"339,580.00",0,2015,"339,580.00",7,YK South,NJ MacPherson School,62.45067229,-114.473107
