Roll Number,Block,Plan,Unit,Civic Address,Street Name,Zoning,Description Code,Description,Assessment Improvement Value,Assessment Land Value,Assessment Other Value,Assessment Year,Assessment Total Value,Poll Division,Poll Division Name,Voting Station,Latitude,Longitude
0047002900,47,3082, ,5223,53 ST,R2,101,Residential,"203,550.00","114,830.00",0,2015,"318,380.00",1,Great Slave,École Sir John Franklin High School,62.4487853,-114.3668556
0555009700,555,2133, ,135,RIVETT CRES,R1,101,Residential,"338,460.00","151,110.00",0,2015,"489,570.00",5,Range Lake,Range Lake North School,62.4498086,-114.4224482
0558002000,558,2071, ,150,BORDEN DR,R5,101,Residential,"180,740.00","118,120.00",0,2015,"298,860.00",5,Range Lake,Range Lake North School,62.44971808,-114.4130804
0555009800,555,2133, ,137,RIVETT CRES,R1,101,Residential,"376,910.00","151,110.00",0,2015,"528,020.00",5,Range Lake,Range Lake North School,62.44988487,-114.4227555
0555007400,555,2133, ,124,RIVETT CRES,R1,101,Residential,"444,370.00","93,180.00",0,2015,"537,550.00",5,Range Lake,Range Lake North School,62.44989345,-114.420433
0047002800,47,3082, ,5221,53 ST,R2,101,Residential,"443,530.00","114,830.00",0,2015,"558,360.00",1,Great Slave,École Sir John Franklin High School,62.44888058,-114.3670666
0100001150,100,2328, ,4920,54 AVE,R3,102,Multi Residential,0,0,0,2014,0,1,Great Slave,École Sir John Franklin High School,62.44875367,-114.3638551
0105000900,105,483, ,5610,50A AVE,R1,101,Residential,"318,060.00","113,820.00",0,2015,"431,880.00",3,YK Centre,Northern United Place,62.44913991,-114.3772699
0048000700,48,140, ,5214,53 ST,R2,101,Residential,"269,460.00","95,740.00",0,2015,"365,200.00",1,Great Slave,École Sir John Franklin High School,62.44896684,-114.3685365
0558002200,558,2071, ,146,BORDEN DR,R5,101,Residential,"123,880.00","109,000.00",0,2015,"232,880.00",5,Range Lake,Range Lake North School,62.44977272,-114.4125186
0555009900,555,2134, ,139,RIVETT CRES,R1,101,Residential,"487,160.00","151,110.00",0,2015,"638,270.00",5,Range Lake,Range Lake North School,62.4499612,-114.4230629
0058000700,58,140, ,5114,55 ST,R2,101,Residential,"161,700.00","95,740.00",0,2015,"257,440.00",3,YK Centre,Northern United Place,62.44912033,-114.3737076
0555000600,555,2133, ,203,BORDEN DR,R1,101,Residential,"197,600.00","83,110.00",0,2015,"280,710.00",5,Range Lake,Range Lake North School,62.44998038,-114.4190041
0555007200,555,2133, ,128,RIVETT CRES,R1,101,Residential,"296,890.00","98,080.00",0,2015,"394,970.00",5,Range Lake,Range Lake North School,62.45002059,-114.4209452
0048000600,48,140, ,5212,53 ST,R2,101,Residential,"146,990.00","95,740.00",0,2015,"242,730.00",1,Great Slave,École Sir John Franklin High School,62.44906235,-114.3687474
0104000800,104,483, ,5611,50A AVE,R1,101,Residential,"152,120.00","100,420.00",0,2015,"252,540.00",3,YK Centre,Northern United Place,62.44925321,-114.3782176
0048000500,48,140, ,5210,53 ST,R2,101,Residential,"212,590.00","95,740.00",0,2015,"308,330.00",1,Great Slave,École Sir John Franklin High School,62.44915785,-114.3689584
0558000900,558,2071, ,176,BORDEN DR,R5,101,Residential,"137,280.00","117,240.00",0,2015,"254,520.00",5,Range Lake,Range Lake North School,62.4500186,-114.4165364
0555007000,555,2133, ,132,RIVETT CRES,R1,101,Residential,"389,360.00","98,080.00",0,2015,"487,440.00",5,Range Lake,Range Lake North School,62.45014772,-114.4214575
0057001600,57,140, ,5119,55 ST,R2,101,Residential,"154,700.00","95,740.00",0,2015,"250,440.00",3,YK Centre,Northern United Place,62.44925369,-114.3726004
0048002300,48,140, ,5205,54 ST,R2,101,Residential,"157,220.00","95,740.00",0,2015,"252,960.00",1,Great Slave,École Sir John Franklin High School,62.44920925,-114.3700858
0047001100,47,140, ,5218,52 ST,R2,301,Residential PIL Prov/Mun,0,"95,740.00",0,2014,"95,740.00",1,Great Slave,École Sir John Franklin High School,62.44914448,-114.3665136
0561001700,561,2071, ,136,BORDEN DR,R5,101,Residential,"179,080.00","98,860.00",0,2015,"277,940.00",5,Range Lake,Range Lake North School,62.44996791,-114.4109209
0104000900,104,483, ,5609,50A AVE,R1,101,Residential,"159,870.00","113,820.00",0,2015,"273,690.00",3,YK Centre,Northern United Place,62.44938846,-114.3780861
0508005800,508,1080, ,501,KNUTSEN CRT,R2,101,Residential,"268,000.00","103,160.00",0,2015,"371,160.00",4,Frame Lake,École William McDonald Middle School,62.44293016,-114.4072493
0519005300,519,1890, ,4,GLICK CRT,R2,101,Residential,"213,610.00","130,150.00",0,2015,"343,760.00",7,YK South,NJ MacPherson School,62.4431299,-114.4191337
0519004900,519,1890, ,12,DANIELS CRT,R2,101,Residential,"199,780.00","127,620.00",0,2015,"327,400.00",7,YK South,NJ MacPherson School,62.44316013,-114.4203974
0524003600,524,1977, ,1,GLOWACH CRT,R1,101,Residential,"423,310.00","144,600.00",0,2015,"567,910.00",7,YK South,NJ MacPherson School,62.44321712,-114.4241562
0508005700,508,1080, ,502,KNUTSEN CRT,R2,101,Residential,"337,570.00","103,160.00",0,2015,"440,730.00",4,Frame Lake,École William McDonald Middle School,62.44294819,-114.4069726
0525000200,525,1713, ,120,ARDEN AVE,R1,101,Residential,"383,570.00","141,180.00",0,2015,"524,750.00",7,YK South,NJ MacPherson School,62.4432177,-114.425397
0525003700,525,1977, ,104,LOUTITT ST,R1,101,Residential,"353,230.00","125,720.00",0,2015,"478,950.00",7,YK South,NJ MacPherson School,62.44335197,-114.4257907
0508005600,508,1080, ,503,KNUTSEN CRT,R2,101,Residential,"167,530.00","108,930.00",0,2015,"276,460.00",4,Frame Lake,École William McDonald Middle School,62.44296576,-114.406696
0525003800,525,1977, ,106,LOUTITT ST,R1,101,Residential,"302,480.00","122,300.00",0,2015,"424,780.00",7,YK South,NJ MacPherson School,62.44349753,-114.4256119
0524001600,524,1890, ,162,DAGENAIS DR,R2,101,Residential,"307,600.00","119,010.00",0,2015,"426,610.00",7,YK South,NJ MacPherson School,62.44339862,-114.4211327
0507001400,507,1080, ,26,BROMLEY DR,R2,101,Residential,"221,700.00","103,160.00",0,2015,"324,860.00",4,Frame Lake,École William McDonald Middle School,62.4430738,-114.4022042
0525003400,525,1977, ,105,LOUTITT ST,R1,101,Residential,"302,220.00","118,250.00",0,2015,"420,470.00",7,YK South,NJ MacPherson School,62.44356125,-114.4267037
0523000200,523,1704, ,139,ARDEN AVE,R2,101,Residential,"331,180.00","119,010.00",0,2015,"450,190.00",7,YK South,NJ MacPherson School,62.44355752,-114.428776
0508000900,508,1080, ,17,BROMLEY DR,R2,101,Residential,"220,840.00","103,160.00",0,2015,"324,000.00",4,Frame Lake,École William McDonald Middle School,62.4431316,-114.4037123
0519005000,519,1890, ,1,GLICK CRT,R2,101,Residential,"200,970.00","125,720.00",0,2015,"326,690.00",7,YK South,NJ MacPherson School,62.4434202,-114.41995
0508005000,508,1160, ,510,KNUTSEN CRT,R2,101,Residential,"240,740.00","101,990.00",0,2015,"342,730.00",4,Frame Lake,École William McDonald Middle School,62.44318482,-114.4046097
0508006202,508,1190,,404B,BYRNE RD,R2,101,Residential,"107,840.00","71,250.00",0,2015,"179,090.00",4,Frame Lake,École William McDonald Middle School,62.44330157,-114.4068908
0507001200,507,1080, ,22,BROMLEY DR,R2,101,Residential,"142,890.00","103,160.00",0,2015,"246,050.00",4,Frame Lake,École William McDonald Middle School,62.44325923,-114.4026307
0508007301,508,1300, , , ,R2,901,Residential City of YK,0,"115,510.00",0,2015,"115,510.00",4,Frame Lake,École William McDonald Middle School,62.44315194,-114.4066153
0508000700,508,1080, ,13,BROMLEY DR,R2,101,Residential,"296,750.00","103,160.00",0,2015,"399,910.00",4,Frame Lake,École William McDonald Middle School,62.44332083,-114.4041386
0146002700,146,863, , , ,NP,901,Residential City of YK,0,"25,380.00",0,2015,"25,380.00",4,Frame Lake,École William McDonald Middle School,62.44275216,-114.3699323
0524001800,524,1890, ,10,AVERY CRT,R2,101,Residential,"209,710.00","120,910.00",0,2015,"330,620.00",7,YK South,NJ MacPherson School,62.4436535,-114.4204867
0507001100,507,1080, ,20,BROMLEY DR,R2,101,Residential,"246,020.00","103,160.00",0,2015,"349,180.00",4,Frame Lake,École William McDonald Middle School,62.44335383,-114.402844
0146002500,146,863, ,73,CON RD,R2,101,Residential,"367,880.00","142,320.00",0,2015,"510,200.00",4,Frame Lake,École William McDonald Middle School,62.44281711,-114.3695638
0508000500,508,1080, ,9,BROMLEY DR,R2,101,Residential,"174,760.00","103,160.00",0,2015,"277,920.00",4,Frame Lake,École William McDonald Middle School,62.44351006,-114.404565
0519007700,519,2236, ,6212,FINLAYSON DR N,R2,101,Residential,"282,300.00","95,280.00",0,2015,"377,580.00",7,YK South,NJ MacPherson School,62.44371283,-114.4169887
0519006400,519,1890, ,15,GLICK CRT,R2,101,Residential,"195,570.00","117,740.00",0,2015,"313,310.00",7,YK South,NJ MacPherson School,62.44380176,-114.4192659
0507000900,507,1080, ,16,BROMLEY DR,R2,101,Residential,"104,850.00","103,160.00",0,2015,"208,010.00",4,Frame Lake,École William McDonald Middle School,62.44354306,-114.4032704
0526001600,526,1704, ,5091,FINLAYSON DR,R2,101,Residential,"271,340.00","154,450.00",0,2015,"425,790.00",7,YK South,NJ MacPherson School,62.4439843,-114.4300513
0137001400,137,773, ,27,TAYLOR RD,R2,101,Residential,"224,170.00","109,890.00",0,2015,"334,060.00",4,Frame Lake,École William McDonald Middle School,62.44326872,-114.3842267
0508000400,508,1080, ,7,BROMLEY DR,R2,201,Residential PIL Federal,"184,930.00","103,160.00",0,2015,"288,090.00",4,Frame Lake,École William McDonald Middle School,62.44360465,-114.4047782
0507000600,507,1080, ,10,BROMLEY DR,R2,201,Residential PIL Federal,"243,170.00","103,160.00",0,2015,"346,330.00",4,Frame Lake,École William McDonald Middle School,62.44382688,-114.40391
0524002700,524,1890, ,172,DAGENAIS DR,R2,101,Residential,"350,570.00","145,100.00",0,2015,"495,670.00",7,YK South,NJ MacPherson School,62.44407827,-114.4197643
0137001200,137,773, ,23,TAYLOR RD,R2,101,Residential,"197,660.00","109,890.00",0,2015,"307,550.00",4,Frame Lake,École William McDonald Middle School,62.4435373,-114.3843337
0525004600,525,1977, ,125,BANKE CRES,R1,101,Residential,"241,190.00","129,140.00",0,2015,"370,330.00",7,YK South,NJ MacPherson School,62.44421226,-114.4240163
0519006700,519,1890, ,177,DAGENAIS DR,R2,101,Residential,"224,870.00","118,880.00",0,2015,"343,750.00",7,YK South,NJ MacPherson School,62.44414853,-114.4184443
0507000500,507,1080, ,8,BROMLEY DR,R2,101,Residential,"127,430.00","103,160.00",0,2015,"230,590.00",4,Frame Lake,École William McDonald Middle School,62.44392152,-114.4041232
0137001100,137,773, ,21,TAYLOR RD,R2,101,Residential,"145,680.00","109,890.00",0,2015,"255,570.00",4,Frame Lake,École William McDonald Middle School,62.44367181,-114.3843896
0524002800,524,1890, ,174,DAGENAIS DR,R2,101,Residential,"215,240.00","141,300.00",0,2015,"356,540.00",7,YK South,NJ MacPherson School,62.44436061,-114.4195106
0149000300,149,863, ,63,RYCON DR,R2,901,Residential City of YK,0,"153,500.00",0,2015,"153,500.00",1,Great Slave,École Sir John Franklin High School,62.44345916,-114.3681963
0548006900,548,3744, ,6219,FINLAYSON DR N,R2,101,Residential,"420,740.00","130,910.00",0,2015,"551,650.00",7,YK South,NJ MacPherson School,62.44424919,-114.4157322
0137001000,137,773, ,19,TAYLOR RD,R2,101,Residential,"113,200.00","109,890.00",0,2015,"223,090.00",4,Frame Lake,École William McDonald Middle School,62.44382635,-114.3844502
0511000500,511,1157, ,308,WOOLGAR AVE,SS-1,103,Commercial/Industrial,"407,130.00","186,900.00",0,2015,"594,030.00",4,Frame Lake,École William McDonald Middle School,62.44420598,-114.4084851
0548006800,548,3744, ,6217,FINLAYSON DR N,R2,101,Residential,"420,740.00","135,510.00",0,2015,"556,250.00",7,YK South,NJ MacPherson School,62.44428615,-114.4159174
0507000200,507,1080, ,2,BROMLEY DR,R2,101,Residential,"179,290.00","94,070.00",0,2015,"273,360.00",4,Frame Lake,École William McDonald Middle School,62.44420479,-114.4047335
0146002200,146,863, ,67,CON RD,R2,101,Residential,"131,080.00","131,170.00",0,2015,"262,250.00",4,Frame Lake,École William McDonald Middle School,62.4435489,-114.3705673
0136001901,136,1393, , , ,R3,901,Residential City of YK,0,"206,540.00",0,2015,"206,540.00",4,Frame Lake,École William McDonald Middle School,62.44337118,-114.3887907
0149002600,149,1421, ,61,RYCON DR,R2,101,Residential,"337,620.00","131,550.00",0,2015,"469,170.00",1,Great Slave,École Sir John Franklin High School,62.44363815,-114.368048
0548000400,548,1751, ,490,RANGE LAKE RD,R3,102,Multi Residential,"3,507,900.00","1,419,890.00",0,2015,"4,927,790.00",5,Range Lake,Range Lake North School,62.44427946,-114.4140928
0511000600,511,1157, ,310,WOOLGAR AVE,SS-1,103,Commercial/Industrial,"514,730.00","191,760.00",0,2015,"706,490.00",4,Frame Lake,École William McDonald Middle School,62.44433393,-114.4087807
0146002100,146,863, ,65,CON RD,R2,101,Residential,"103,300.00","124,080.00",0,2015,"227,380.00",4,Frame Lake,École William McDonald Middle School,62.44369995,-114.3707521
0156000101,156,1418, , , ,R3,102,Multi Residential,"2,134,630.00","1,149,380.00",0,2015,"3,284,010.00",4,Frame Lake,École William McDonald Middle School,62.44426702,-114.4025702
0133002400,133,3850, , , ,GM,902,Multi Residential City of YK,0,"100,890.00",0,2015,"100,890.00",4,Frame Lake,École William McDonald Middle School,62.44386689,-114.3787434
0146002000,146,863, ,63,CON RD,R2,101,Residential,"186,550.00","116,980.00",0,2015,"303,530.00",4,Frame Lake,École William McDonald Middle School,62.44383935,-114.3709214
0136000700,136,773, ,16,TAYLOR RD,R2,101,Residential,"178,700.00","116,480.00",0,2015,"295,180.00",4,Frame Lake,École William McDonald Middle School,62.44421851,-114.3856631
0137000800,137,773, ,15,TAYLOR RD,R2,101,Residential,"152,650.00","116,100.00",0,2015,"268,750.00",4,Frame Lake,École William McDonald Middle School,62.44420436,-114.3845929
0146000400,146,863, ,10,PTARMIGAN RD,R2,101,Residential,"277,260.00","142,060.00",0,2015,"419,320.00",4,Frame Lake,École William McDonald Middle School,62.44395786,-114.375464
0525001900,525,1977, ,139,BANKE CRES,R2,101,Residential,"252,710.00","140,670.00",0,2015,"393,380.00",7,YK South,NJ MacPherson School,62.44491059,-114.4260765
0150003700,150,1185, ,58,RYCON DR,R2,101,Residential,"103,180.00","121,420.00",0,2015,"224,600.00",1,Great Slave,École Sir John Franklin High School,62.44392953,-114.3689509
0548000300,548,1751,1,488,RANGE LAKE RD,R3,102,Multi Residential,"1,707,770.00","1,131,150.00",0,2015,"2,838,920.00",5,Range Lake,Range Lake North School,62.4445751,-114.4135007
0146002600,146,863, , , ,NP,901,Residential City of YK,0,"789,710.00",0,2015,"789,710.00",4,Frame Lake,École William McDonald Middle School,62.44351342,-114.3730208
0524003400,524,1947, ,6186,FINLAYSON DR N,R2,101,Residential,"204,070.00","148,070.00",0,2015,"352,140.00",7,YK South,NJ MacPherson School,62.44492023,-114.4204612
0524003500,524,1964, , , ,PR,901,Residential City of YK,0,"335,080.00",0,2015,"335,080.00",7,YK South,NJ MacPherson School,62.44427484,-114.4226405
0156000101,156,1011, ,416,BYRNE RD,R3,102,Multi Residential,"2,134,630.00","1,149,380.00",0,2015,"3,284,010.00",4,Frame Lake,École William McDonald Middle School,62.44456002,-114.4032847
0135002201,135,2063, ,881-885,LANKY CRT,R3,202,Multi Residential PIL Federal,"769,930.00","275,160.00",0,2015,"1,045,090.00",4,Frame Lake,École William McDonald Middle School,62.44438983,-114.3891807
0150003100,150,863, ,56,RYCON DR,R2,101,Residential,"237,800.00","131,170.00",0,2015,"368,970.00",1,Great Slave,École Sir John Franklin High School,62.44411646,-114.3688357
0150000100,150,863, ,66,CON RD,R2,101,Residential,"343,300.00","156,580.00",0,2015,"499,880.00",1,Great Slave,École Sir John Franklin High School,62.44400791,-114.3699345
0524008600,524,2032, ,6184,FINLAYSON DR N,R2,101,Residential,"274,850.00","133,450.00",0,2015,"408,300.00",7,YK South,NJ MacPherson School,62.44505305,-114.4208174
0511000901,511,1157, ,316-318,WOOLGAR AVE,SS-1,103,Commercial/Industrial,"973,610.00","496,550.00",0,2015,"1,470,160.00",4,Frame Lake,École William McDonald Middle School,62.44485266,-114.4099632
0150000200,150,863, ,9,NEGUS PL,R2,101,Residential,"167,040.00","130,870.00",0,2015,"297,910.00",1,Great Slave,École Sir John Franklin High School,62.44422245,-114.3703643
0137000500,137,773, ,9,TAYLOR RD,R2,101,Residential,"178,400.00","109,890.00",0,2015,"288,290.00",4,Frame Lake,École William McDonald Middle School,62.44463238,-114.3846221
0146000700,146,863, ,4,PTARMIGAN RD,R2,101,Residential,"126,830.00","120,530.00",0,2015,"247,360.00",4,Frame Lake,École William McDonald Middle School,62.44436325,-114.3747614
0144000700,144,864, ,9,PTARMIGAN RD,R2,101,Residential,"200,480.00","132,560.00",0,2015,"333,040.00",4,Frame Lake,École William McDonald Middle School,62.44439012,-114.3762814
0524006000,524,1977, ,140,BANKE CRES,R2,101,Residential,"224,880.00","113,060.00",0,2015,"337,940.00",7,YK South,NJ MacPherson School,62.44535085,-114.425513
0150000300,150,863, ,8,NEGUS PL,R2,101,Residential,"209,890.00","127,410.00",0,2015,"337,300.00",1,Great Slave,École Sir John Franklin High School,62.44433248,-114.370131
0146000800,146,863, ,2,PTARMIGAN RD,R2,101,Residential,"183,270.00","113,300.00",0,2015,"296,570.00",4,Frame Lake,École William McDonald Middle School,62.44447118,-114.3745236
0511001101,511,1157,,487,RANGE LAKE RD,SS-1,103,Commercial/Industrial,"1,441,410.00","662,700.00",0,2015,"2,104,110.00",4,Frame Lake,École William McDonald Middle School,62.44502073,-114.4104193
0524007500,524,2032, ,6174,FINLAYSON DR N,R2,101,Residential,"311,900.00","114,700.00",0,2015,"426,600.00",7,YK South,NJ MacPherson School,62.44545513,-114.4225302
0135002900,135,3295, ,874-880,LANKY CRT,R3,102,Multi Residential,"1,059,890.00","508,330.00",0,2015,"1,568,220.00",4,Frame Lake,École William McDonald Middle School,62.44470285,-114.3889732
0560002200,560,2733, , , ,R3,502,Multi Residential Exempt,0,"594,190.00",0,2015,"594,190.00",5,Range Lake,Range Lake North School,62.44522533,-114.4122686
0524007400,524,2032, ,6172,FINLAYSON DR N,R2,101,Residential,"239,680.00","114,700.00",0,2015,"354,380.00",7,YK South,NJ MacPherson School,62.4455223,-114.4228257
0137000300,137,773, ,5,TAYLOR RD,R2,101,Residential,"70,390.00","120,020.00",0,2015,"190,410.00",4,Frame Lake,École William McDonald Middle School,62.44492793,-114.3846351
0144000400,144,864, ,3,PTARMIGAN RD,R2,101,Residential,"229,270.00","124,080.00",0,2015,"353,350.00",4,Frame Lake,École William McDonald Middle School,62.44469085,-114.3755344
0524007300,524,2032, ,6170,FINLAYSON DR N,R2,101,Residential,"329,090.00","114,700.00",0,2015,"443,790.00",7,YK South,NJ MacPherson School,62.44558951,-114.4231212
0147003600,147,3792, , , ,R2,901,Residential City of YK,0,770,0,2015,770,1,Great Slave,École Sir John Franklin High School,62.44500417,-114.3727136
0144000200,144,864, ,5115,FORREST DR,R2,101,Residential,"98,160.00","124,080.00",0,2015,"222,240.00",4,Frame Lake,École William McDonald Middle School,62.44491769,-114.375807
0548004900,548,2032, , , ,R1,901,Residential City of YK,0,"10,700.00",0,2015,"10,700.00",7,YK South,NJ MacPherson School,62.44583472,-114.4223453
0135001500,135,769, ,4,TAYLOR RD,R2,201,Residential PIL Federal,"163,170.00","105,110.00",0,2015,"268,280.00",4,Frame Lake,École William McDonald Middle School,62.44521498,-114.3859711
0150003600,150,863, , , ,R2,901,Residential City of YK,0,"159,720.00",0,2015,"159,720.00",1,Great Slave,École Sir John Franklin High School,62.44479012,-114.3684265
0144000100,144,864, ,5113,FORREST DR,R2,101,Residential,"147,580.00","106,510.00",0,2015,"254,090.00",4,Frame Lake,École William McDonald Middle School,62.44503319,-114.3759978
0137000100,137,773, ,1,TAYLOR RD,R2,101,Residential,"141,100.00","139,280.00",0,2015,"280,380.00",4,Frame Lake,École William McDonald Middle School,62.4452299,-114.3847628
0147003700,147,3792, , , ,R2,101,Residential,0,"16,700.00",0,2015,"16,700.00",1,Great Slave,École Sir John Franklin High School,62.44509005,-114.37284
0147005100,147,4086, ,5122,FORREST DR,R2,101,Residential,"332,000.00","130,280.00",0,2015,"462,280.00",1,Great Slave,École Sir John Franklin High School,62.44528431,-114.373825
0150002100,150,863, ,34,RYCON DR,R2,101,Residential,"224,220.00","110,400.00",0,2015,"334,620.00",1,Great Slave,École Sir John Franklin High School,62.44523069,-114.3689868
0135000700,135,769, ,5005,FORREST DR,R2,201,Residential PIL Federal,"132,820.00","117,870.00",0,2015,"250,690.00",4,Frame Lake,École William McDonald Middle School,62.44559537,-114.3885962
0135001800,135,769, ,5025,FORREST DR,R2,101,Residential,"203,150.00","126,610.00",0,2015,"329,760.00",4,Frame Lake,École William McDonald Middle School,62.44551532,-114.3846021
0150002000,150,863, ,32,RYCON DR,R2,201,Residential PIL Federal,"142,020.00","116,980.00",0,2015,"259,000.00",1,Great Slave,École Sir John Franklin High School,62.44525561,-114.3693155
0150001900,150,863, ,30,RYCON DR,R2,101,Residential,"261,460.00","116,980.00",0,2015,"378,440.00",1,Great Slave,École Sir John Franklin High School,62.44528275,-114.369635
0150001800,150,863, ,28,RYCON DR,R2,101,Residential,"130,610.00","116,980.00",0,2015,"247,590.00",1,Great Slave,École Sir John Franklin High School,62.44530988,-114.3699544
0145000100,145,864, ,5120,FORREST DR,R2,101,Residential,"110,420.00","109,890.00",0,2015,"220,310.00",1,Great Slave,École Sir John Franklin High School,62.445382,-114.3741048
0517001200,517,1237, ,47,CALDER CRES,R2,101,Residential,"218,270.00","107,690.00",0,2015,"325,960.00",6,Kam Lake,Multiplex Arena,62.43940937,-114.4132899
0527002100,527,1978, ,35,MANDEVILLE DR,R5,101,Residential,"136,320.00","101,980.00",0,2015,"238,300.00",7,YK South,NJ MacPherson School,62.43962115,-114.4286348
0516002000,516,1237, ,48,CALDER CRES,R2,101,Residential,"203,510.00","114,270.00",0,2015,"317,780.00",6,Kam Lake,Multiplex Arena,62.43943835,-114.414264
0541004100,541,1978, ,28,MANDEVILLE DR,R5,101,Residential,"137,880.00","98,240.00",0,2015,"236,120.00",7,YK South,NJ MacPherson School,62.43963868,-114.4272153
0554000400,554,1978, ,5021,FINLAYSON DR,R2,101,Residential,"464,600.00","106,560.00",0,2015,"571,160.00",7,YK South,NJ MacPherson School,62.43956663,-114.4233712
0521005700,521,1574, ,5006,FINLAYSON DR,R2,101,Residential,"245,490.00","109,640.00",0,2015,"355,130.00",7,YK South,NJ MacPherson School,62.43953489,-114.4216339
0554001300,554,1978, ,6,ENGLAND CRES,R1,101,Residential,"386,830.00","115,080.00",0,2015,"501,910.00",7,YK South,NJ MacPherson School,62.43962599,-114.4243598
0554000200,554,1978, ,5025,FINLAYSON DR,R2,101,Residential,"427,140.00","117,620.00",0,2015,"544,760.00",7,YK South,NJ MacPherson School,62.43975204,-114.4238789
0541005500,541,1978, ,7,ENGLAND CRES,R1,101,Residential,"323,400.00","98,080.00",0,2015,"421,480.00",7,YK South,NJ MacPherson School,62.43982183,-114.4253469
0521005900,521,1574, ,5010,FINLAYSON DR,R2,101,Residential,"292,410.00","112,300.00",0,2015,"404,710.00",7,YK South,NJ MacPherson School,62.43973925,-114.4221139
0527001800,527,1978, ,29,MANDEVILLE DR,R5,101,Residential,"136,310.00","98,240.00",0,2015,"234,550.00",7,YK South,NJ MacPherson School,62.43989408,-114.4281501
0517001700,517,1630, ,23,CALDER CRES,R2,101,Residential,"329,400.00","110,920.00",0,2015,"440,320.00",6,Kam Lake,Multiplex Arena,62.43959979,-114.412418
0541004400,541,1978, ,22,MANDEVILLE DR,R5,101,Residential,"180,270.00","98,240.00",0,2015,"278,510.00",7,YK South,NJ MacPherson School,62.43990048,-114.4267138
0554000100,554,1978, ,5027,FINLAYSON DR,R2,101,Residential,"344,830.00","118,840.00",0,2015,"463,670.00",7,YK South,NJ MacPherson School,62.43984555,-114.4241346
0521003400,521,1574, ,15,JOHNSON CRES,R2,101,Residential,"128,050.00","105,110.00",0,2015,"233,160.00",7,YK South,NJ MacPherson School,62.44000938,-114.4218211
0521006200,521,1574, ,5016,FINLAYSON DR,R2,101,Residential,"195,380.00","112,930.00",0,2015,"308,310.00",7,YK South,NJ MacPherson School,62.44004409,-114.4228504
0527001500,527,1978, ,23,MANDEVILLE DR,R5,101,Residential,"126,790.00","98,240.00",0,2015,"225,030.00",7,YK South,NJ MacPherson School,62.44015583,-114.4276486
0541005300,541,1978, ,3,ENGLAND CRES,R2,101,Residential,"492,120.00","121,000.00",0,2015,"613,120.00",7,YK South,NJ MacPherson School,62.44008812,-114.4247196
0541004700,541,1978, ,16,MANDEVILLE DR,R2,101,Residential,"198,300.00","118,500.00",0,2015,"316,800.00",7,YK South,NJ MacPherson School,62.44017528,-114.4261873
0521000200,521,1238, ,520,RANGE LAKE RD,R2,101,Residential,"156,650.00","119,010.00",0,2015,"275,660.00",7,YK South,NJ MacPherson School,62.44007414,-114.4180163
0521006400,521,1574, ,5020,FINLAYSON DR,R2,101,Residential,"229,770.00","113,440.00",0,2015,"343,210.00",7,YK South,NJ MacPherson School,62.4402473,-114.4233416
0521002700,521,1238, ,3,JOHNSON CRES,R2,301,Residential PIL Prov/Mun,"195,890.00","125,600.00",0,2015,"321,490.00",7,YK South,NJ MacPherson School,62.44020861,-114.4199983
0521000100,521,1238, ,100,DAGENAIS DR,R2,101,Residential,"123,180.00","113,780.00",0,2015,"236,960.00",7,YK South,NJ MacPherson School,62.4402162,-114.4178989
0541005100,541,1978, ,5035,FINLAYSON DR,R2,101,Residential,"295,280.00","123,700.00",0,2015,"418,980.00",7,YK South,NJ MacPherson School,62.44030545,-114.4252243
0516001000,516,1237, ,28,CALDER CRES,R2,101,Residential,"301,720.00","138,970.00",0,2015,"440,690.00",6,Kam Lake,Multiplex Arena,62.4400523,-114.4118903
0521006500,521,1574, ,5022,FINLAYSON DR,R2,101,Residential,"365,180.00","115,590.00",0,2015,"480,770.00",7,YK South,NJ MacPherson School,62.44034757,-114.4235985
0521002200,521,1238, ,102,DAGENAIS DR,R2,101,Residential,"293,170.00","156,260.00",0,2015,"449,430.00",7,YK South,NJ MacPherson School,62.44015798,-114.4185181
0521006600,521,1574, ,5024,FINLAYSON DR,R2,101,Residential,"249,860.00","132,560.00",0,2015,"382,420.00",7,YK South,NJ MacPherson School,62.44048542,-114.4238483
0520000200,520,1574, ,14,JOHNSON CRES,R2,101,Residential,"254,460.00","131,040.00",0,2015,"385,500.00",7,YK South,NJ MacPherson School,62.44044342,-114.4211696
0516004150,516,1878, ,841,BIGELOW CRES,R3,101,Residential,0,"324,080.00",0,2015,"324,080.00",6,Kam Lake,Multiplex Arena,62.44012371,-114.4107836
0521002500,521,1238, ,108,DAGENAIS DR,R2,101,Residential,"175,060.00","147,370.00",0,2015,"322,430.00",7,YK South,NJ MacPherson School,62.44039214,-114.4194816
0516004001,516,1778, , , ,R2,901,Residential City of YK,0,"220,520.00",0,2015,"220,520.00",6,Kam Lake,Multiplex Arena,62.440236,-114.4136649
0507003800,507,1080, ,74,BROMLEY DR,R2,101,Residential,"126,380.00","108,090.00",0,2015,"234,470.00",4,Frame Lake,École William McDonald Middle School,62.440233,-114.4055454
0521002600,521,1238, ,1,JOHNSON CRES,R2,101,Residential,"329,690.00","134,000.00",0,2015,"463,690.00",7,YK South,NJ MacPherson School,62.44046419,-114.4198419
